activity,person,meta_file,terminal_positoin
2_walk,person06012,HASC0603680.meta,hand
2_walk,person06013,HASC0603681.meta,pants-pocket
2_walk,person06013,HASC0603682.meta,pants-pocket
2_walk,person06013,HASC0603683.meta,pants-pocket
2_walk,person06013,HASC0603684.meta,pants-pocket
2_walk,person06013,HASC0603685.meta,pants-pocket
2_walk,person06013,HASC0603686.meta,pants-pocket
2_walk,person06013,HASC0603687.meta,pants-pocket
2_walk,person06013,HASC0603688.meta,pants-pocket
2_walk,person06013,HASC0603689.meta,pants-pocket
2_walk,person06013,HASC0603690.meta,pants-pocket
2_walk,person06013,HASC0603691.meta,pants-pocket
2_walk,person06013,HASC0603692.meta,pants-pocket
2_walk,person06013,HASC0603693.meta,pants-pocket
2_walk,person06013,HASC0603694.meta,pants-pocket
2_walk,person06013,HASC0603695.meta,pants-pocket
2_walk,person06013,HASC0603696.meta,pants-pocket
2_walk,person06013,HASC0603697.meta,pants-pocket
2_walk,person06013,HASC0603698.meta,pants-pocket
2_walk,person06013,HASC0603699.meta,pants-pocket
2_walk,person06013,HASC0603700.meta,chest
2_walk,person06013,HASC0603701.meta,chest
2_walk,person06013,HASC0603702.meta,chest
2_walk,person06013,HASC0603703.meta,chest
2_walk,person06013,HASC0603704.meta,chest
2_walk,person06013,HASC0603705.meta,chest
2_walk,person06013,HASC0603706.meta,chest
2_walk,person06013,HASC0603707.meta,chest
2_walk,person06013,HASC0603708.meta,chest
2_walk,person06013,HASC0603709.meta,chest
2_walk,person06013,HASC0603710.meta,chest
2_walk,person06013,HASC0603711.meta,chest
2_walk,person06013,HASC0603712.meta,chest
2_walk,person06013,HASC0603713.meta,chest
2_walk,person06013,HASC0603714.meta,chest
2_walk,person06013,HASC0603715.meta,chest
2_walk,person06013,HASC0603716.meta,chest
2_walk,person06013,HASC0603717.meta,chest
2_walk,person06013,HASC0603718.meta,chest
2_walk,person06013,HASC0603719.meta,bag
2_walk,person06013,HASC0603720.meta,bag
2_walk,person06013,HASC0603721.meta,bag
2_walk,person06013,HASC0603722.meta,bag
2_walk,person06013,HASC0603723.meta,bag
2_walk,person06013,HASC0603724.meta,bag
2_walk,person06013,HASC0603725.meta,bag
2_walk,person06013,HASC0603726.meta,bag
2_walk,person06013,HASC0603727.meta,bag
2_walk,person06013,HASC0603728.meta,bag
2_walk,person06013,HASC0603729.meta,bag
2_walk,person06013,HASC0603730.meta,bag
2_walk,person06013,HASC0603731.meta,bag
2_walk,person06013,HASC0603732.meta,bag
2_walk,person06013,HASC0603733.meta,bag
2_walk,person06013,HASC0603734.meta,bag
2_walk,person06013,HASC0603735.meta,bag
2_walk,person06013,HASC0603736.meta,bag
2_walk,person06013,HASC0603737.meta,bag
2_walk,person06013,HASC0603738.meta,bag
2_walk,person06013,HASC0603739.meta,bag
2_walk,person06013,HASC0603740.meta,bag
2_walk,person06013,HASC0603741.meta,bag
2_walk,person06013,HASC0603742.meta,bag
2_walk,person06013,HASC0603743.meta,bag
2_walk,person06013,HASC0603744.meta,bag
2_walk,person06013,HASC0603745.meta,bag
2_walk,person06013,HASC0603746.meta,bag
2_walk,person06013,HASC0603747.meta,bag
2_walk,person06013,HASC0603748.meta,bag
2_walk,person06013,HASC0603749.meta,bag
2_walk,person06013,HASC0603750.meta,bag
2_walk,person06013,HASC0603751.meta,bag
2_walk,person06013,HASC0603752.meta,bag
2_walk,person06013,HASC0603753.meta,bag
2_walk,person06013,HASC0603754.meta,bag
2_walk,person06013,HASC0603755.meta,bag
2_walk,person06013,HASC0603756.meta,bag
2_walk,person06013,HASC0603757.meta,bag
2_walk,person06013,HASC0603758.meta,bag
2_walk,person06013,HASC0603759.meta,bag
2_walk,person06013,HASC0603760.meta,bag
2_walk,person06013,HASC0603761.meta,bag
2_walk,person06013,HASC0603762.meta,bag
2_walk,person06013,HASC0603763.meta,bag
2_walk,person06013,HASC0603764.meta,bag
2_walk,person06013,HASC0603765.meta,bag
2_walk,person06013,HASC0603766.meta,bag
2_walk,person06013,HASC0603767.meta,bag
2_walk,person06013,HASC0603768.meta,bag
2_walk,person06013,HASC0603769.meta,bag
2_walk,person06013,HASC0603770.meta,bag
2_walk,person06013,HASC0603771.meta,bag
2_walk,person06013,HASC0603772.meta,bag
2_walk,person06013,HASC0603773.meta,bag
2_walk,person06013,HASC0603774.meta,bag
2_walk,person06013,HASC0603775.meta,bag
2_walk,person06013,HASC0603776.meta,bag
2_walk,person06013,HASC0603777.meta,bag
2_walk,person06013,HASC0603778.meta,bag
2_walk,person06013,HASC0603779.meta,bag
2_walk,person06013,HASC0603780.meta,bag
2_walk,person06013,HASC0603781.meta,bag
2_walk,person06013,HASC0603782.meta,bag
2_walk,person06013,HASC0603783.meta,bag
2_walk,person06013,HASC0603784.meta,bag
2_walk,person06013,HASC0603785.meta,bag
2_walk,person06013,HASC0603786.meta,bag
2_walk,person06013,HASC0603787.meta,bag
2_walk,person06013,HASC0603788.meta,bag
2_walk,person06013,HASC0603789.meta,bag
2_walk,person06013,HASC0603790.meta,bag
2_walk,person06013,HASC0603791.meta,bag
2_walk,person06013,HASC0603792.meta,bag
2_walk,person06013,HASC0603793.meta,bag
2_walk,person06013,HASC0603794.meta,bag
2_walk,person06013,HASC0603795.meta,hand
2_walk,person06013,HASC0603796.meta,hand
2_walk,person06013,HASC0603797.meta,hand
2_walk,person06013,HASC0603798.meta,hand
2_walk,person06013,HASC0603799.meta,hand
2_walk,person06013,HASC0603800.meta,hand
2_walk,person06013,HASC0603801.meta,hand
2_walk,person06013,HASC0603802.meta,hand
2_walk,person06013,HASC0603803.meta,hand
2_walk,person06013,HASC0603804.meta,hand
2_walk,person06013,HASC0603805.meta,hand
2_walk,person06013,HASC0603806.meta,hand
2_walk,person06013,HASC0603807.meta,hand
2_walk,person06013,HASC0603808.meta,hand
2_walk,person06013,HASC0603809.meta,hand
2_walk,person06013,HASC0603810.meta,hand
2_walk,person06013,HASC0603811.meta,hand
2_walk,person06013,HASC0603812.meta,hand
2_walk,person06013,HASC0603813.meta,hand
2_walk,person06013,HASC0603814.meta,hand
2_walk,person06013,HASC0603815.meta,hand
2_walk,person06013,HASC0603816.meta,hand
2_walk,person06013,HASC0603817.meta,hand
2_walk,person06013,HASC0603818.meta,hand
2_walk,person06013,HASC0603819.meta,hand
2_walk,person06013,HASC0603820.meta,hand
2_walk,person06013,HASC0603821.meta,hand
2_walk,person06013,HASC0603822.meta,hand
2_walk,person06013,HASC0603823.meta,hand
2_walk,person06013,HASC0603824.meta,hand
2_walk,person06013,HASC0603825.meta,hand
2_walk,person06013,HASC0603826.meta,hand
2_walk,person06013,HASC0603827.meta,hand
2_walk,person06013,HASC0603828.meta,hand
2_walk,person06013,HASC0603829.meta,hand
2_walk,person06013,HASC0603830.meta,hand
2_walk,person06013,HASC0603831.meta,hand
2_walk,person06013,HASC0603832.meta,hand
2_walk,person06014,HASC0603833.meta,pants-pocket
2_walk,person06014,HASC0603834.meta,pants-pocket
2_walk,person06014,HASC0603835.meta,pants-pocket
2_walk,person06014,HASC0603836.meta,pants-pocket
2_walk,person06014,HASC0603837.meta,pants-pocket
2_walk,person06014,HASC0603838.meta,pants-pocket
2_walk,person06014,HASC0603839.meta,pants-pocket
2_walk,person06014,HASC0603840.meta,pants-pocket
2_walk,person06014,HASC0603841.meta,pants-pocket
2_walk,person06014,HASC0603842.meta,pants-pocket
2_walk,person06014,HASC0603843.meta,pants-pocket
2_walk,person06014,HASC0603844.meta,pants-pocket
2_walk,person06014,HASC0603845.meta,pants-pocket
2_walk,person06014,HASC0603846.meta,pants-pocket
2_walk,person06014,HASC0603847.meta,pants-pocket
2_walk,person06014,HASC0603848.meta,pants-pocket
2_walk,person06014,HASC0603849.meta,pants-pocket
2_walk,person06014,HASC0603850.meta,pants-pocket
2_walk,person06014,HASC0603851.meta,pants-pocket
2_walk,person06014,HASC0603852.meta,pants-pocket
2_walk,person06014,HASC0603853.meta,pants-pocket
2_walk,person06014,HASC0603854.meta,pants-pocket
2_walk,person06014,HASC0603855.meta,pants-pocket
2_walk,person06014,HASC0603856.meta,pants-pocket
2_walk,person06014,HASC0603857.meta,pants-pocket
2_walk,person06014,HASC0603858.meta,pants-pocket
2_walk,person06014,HASC0603859.meta,pants-pocket
2_walk,person06014,HASC0603860.meta,pants-pocket
2_walk,person06014,HASC0603861.meta,pants-pocket
2_walk,person06014,HASC0603862.meta,pants-pocket
2_walk,person06014,HASC0603863.meta,pants-pocket
2_walk,person06014,HASC0603864.meta,pants-pocket
2_walk,person06014,HASC0603865.meta,pants-pocket
2_walk,person06014,HASC0603866.meta,pants-pocket
2_walk,person06014,HASC0603867.meta,pants-pocket
2_walk,person06014,HASC0603868.meta,pants-pocket
2_walk,person06014,HASC0603869.meta,pants-pocket
2_walk,person06014,HASC0603870.meta,pants-pocket
2_walk,person06014,HASC0603871.meta,chest
2_walk,person06014,HASC0603872.meta,chest
2_walk,person06014,HASC0603873.meta,chest
2_walk,person06014,HASC0603874.meta,chest
2_walk,person06014,HASC0603875.meta,chest
2_walk,person06014,HASC0603876.meta,chest
2_walk,person06014,HASC0603877.meta,chest
2_walk,person06014,HASC0603878.meta,chest
2_walk,person06014,HASC0603879.meta,chest
2_walk,person06014,HASC0603880.meta,chest
2_walk,person06014,HASC0603881.meta,chest
2_walk,person06014,HASC0603882.meta,chest
2_walk,person06014,HASC0603883.meta,chest
2_walk,person06014,HASC0603884.meta,chest
2_walk,person06014,HASC0603885.meta,chest
2_walk,person06014,HASC0603886.meta,chest
2_walk,person06014,HASC0603887.meta,chest
2_walk,person06014,HASC0603888.meta,chest
2_walk,person06014,HASC0603889.meta,chest
2_walk,person06014,HASC0603890.meta,chest
2_walk,person06014,HASC0603891.meta,chest
2_walk,person06014,HASC0603892.meta,chest
2_walk,person06014,HASC0603893.meta,chest
2_walk,person06014,HASC0603894.meta,chest
2_walk,person06014,HASC0603895.meta,chest
2_walk,person06014,HASC0603896.meta,chest
2_walk,person06014,HASC0603897.meta,chest
2_walk,person06014,HASC0603898.meta,chest
2_walk,person06014,HASC0603899.meta,chest
2_walk,person06014,HASC0603900.meta,chest
2_walk,person06014,HASC0603901.meta,chest
2_walk,person06014,HASC0603902.meta,chest
2_walk,person06014,HASC0603903.meta,chest
2_walk,person06014,HASC0603904.meta,chest
2_walk,person06014,HASC0603905.meta,chest
2_walk,person06014,HASC0603906.meta,chest
2_walk,person06014,HASC0603907.meta,chest
2_walk,person06014,HASC0603908.meta,chest
2_walk,person06014,HASC0603909.meta,bag
2_walk,person06014,HASC0603910.meta,bag
2_walk,person06014,HASC0603911.meta,bag
2_walk,person06014,HASC0603912.meta,bag
2_walk,person06014,HASC0603913.meta,bag
2_walk,person06014,HASC0603914.meta,bag
2_walk,person06014,HASC0603915.meta,bag
2_walk,person06014,HASC0603916.meta,bag
2_walk,person06014,HASC0603917.meta,bag
2_walk,person06014,HASC0603918.meta,bag
2_walk,person06014,HASC0603919.meta,bag
2_walk,person06014,HASC0603920.meta,bag
2_walk,person06014,HASC0603921.meta,bag
2_walk,person06014,HASC0603922.meta,bag
2_walk,person06014,HASC0603923.meta,bag
2_walk,person06014,HASC0603924.meta,bag
2_walk,person06014,HASC0603925.meta,bag
2_walk,person06014,HASC0603926.meta,bag
2_walk,person06014,HASC0603927.meta,bag
2_walk,person06014,HASC0603928.meta,bag
2_walk,person06014,HASC0603929.meta,bag
2_walk,person06014,HASC0603930.meta,bag
2_walk,person06014,HASC0603931.meta,bag
2_walk,person06014,HASC0603932.meta,bag
2_walk,person06014,HASC0603933.meta,bag
2_walk,person06014,HASC0603934.meta,bag
2_walk,person06014,HASC0603935.meta,bag
2_walk,person06014,HASC0603936.meta,bag
2_walk,person06014,HASC0603937.meta,bag
2_walk,person06014,HASC0603938.meta,bag
2_walk,person06014,HASC0603939.meta,bag
2_walk,person06014,HASC0603940.meta,bag
2_walk,person06014,HASC0603941.meta,bag
2_walk,person06014,HASC0603942.meta,bag
2_walk,person06014,HASC0603943.meta,bag
2_walk,person06014,HASC0603944.meta,bag
2_walk,person06014,HASC0603945.meta,bag
2_walk,person06014,HASC0603946.meta,bag
2_walk,person06014,HASC0603947.meta,bag
2_walk,person06014,HASC0603948.meta,bag
2_walk,person06014,HASC0603949.meta,bag
2_walk,person06014,HASC0603950.meta,bag
2_walk,person06014,HASC0603951.meta,bag
2_walk,person06014,HASC0603952.meta,bag
2_walk,person06014,HASC0603953.meta,bag
2_walk,person06014,HASC0603954.meta,bag
2_walk,person06014,HASC0603955.meta,bag
2_walk,person06014,HASC0603956.meta,bag
2_walk,person06014,HASC0603957.meta,bag
2_walk,person06014,HASC0603958.meta,bag
2_walk,person06014,HASC0603959.meta,bag
2_walk,person06014,HASC0603960.meta,bag
2_walk,person06014,HASC0603961.meta,bag
2_walk,person06014,HASC0603962.meta,bag
2_walk,person06014,HASC0603963.meta,bag
2_walk,person06014,HASC0603964.meta,bag
2_walk,person06014,HASC0603965.meta,bag
2_walk,person06014,HASC0603966.meta,bag
2_walk,person06014,HASC0603967.meta,bag
2_walk,person06014,HASC0603968.meta,bag
2_walk,person06014,HASC0603969.meta,bag
2_walk,person06014,HASC0603970.meta,bag
2_walk,person06014,HASC0603971.meta,bag
2_walk,person06014,HASC0603972.meta,bag
2_walk,person06014,HASC0603973.meta,bag
2_walk,person06014,HASC0603974.meta,bag
2_walk,person06014,HASC0603975.meta,bag
2_walk,person06014,HASC0603976.meta,bag
2_walk,person06014,HASC0603977.meta,bag
2_walk,person06014,HASC0603978.meta,bag
2_walk,person06014,HASC0603979.meta,bag
2_walk,person06014,HASC0603980.meta,bag
2_walk,person06014,HASC0603981.meta,bag
2_walk,person06014,HASC0603982.meta,bag
2_walk,person06014,HASC0603983.meta,bag
2_walk,person06014,HASC0603984.meta,bag
2_walk,person06014,HASC0603985.meta,hand
2_walk,person06014,HASC0603986.meta,hand
2_walk,person06014,HASC0603987.meta,hand
2_walk,person06014,HASC0603988.meta,hand
2_walk,person06014,HASC0603989.meta,hand
2_walk,person06014,HASC0603990.meta,hand
2_walk,person06014,HASC0603991.meta,hand
2_walk,person06014,HASC0603992.meta,hand
2_walk,person06014,HASC0603993.meta,hand
2_walk,person06014,HASC0603994.meta,hand
2_walk,person06014,HASC0603995.meta,hand
2_walk,person06014,HASC0603996.meta,hand
2_walk,person06014,HASC0603997.meta,hand
2_walk,person06014,HASC0603998.meta,hand
2_walk,person06014,HASC0603999.meta,hand
2_walk,person06014,HASC0604000.meta,hand
2_walk,person06014,HASC0604001.meta,hand
2_walk,person06014,HASC0604002.meta,hand
2_walk,person06014,HASC0604003.meta,hand
2_walk,person06014,HASC0604004.meta,hand
2_walk,person06014,HASC0604005.meta,hand
2_walk,person06014,HASC0604006.meta,hand
2_walk,person06014,HASC0604007.meta,hand
2_walk,person06014,HASC0604008.meta,hand
2_walk,person06014,HASC0604009.meta,hand
2_walk,person06014,HASC0604010.meta,hand
2_walk,person06014,HASC0604011.meta,hand
2_walk,person06014,HASC0604012.meta,hand
2_walk,person06014,HASC0604013.meta,hand
2_walk,person06014,HASC0604014.meta,hand
2_walk,person06014,HASC0604015.meta,hand
2_walk,person06014,HASC0604016.meta,hand
2_walk,person06014,HASC0604017.meta,hand
2_walk,person06014,HASC0604018.meta,hand
2_walk,person06014,HASC0604019.meta,hand
2_walk,person06014,HASC0604020.meta,hand
2_walk,person06014,HASC0604021.meta,hand
2_walk,person06014,HASC0604022.meta,hand
2_walk,person06015,HASC0604023.meta,pants-pocket
2_walk,person06015,HASC0604024.meta,pants-pocket
2_walk,person06015,HASC0604025.meta,pants-pocket
2_walk,person06015,HASC0604026.meta,pants-pocket
2_walk,person06015,HASC0604027.meta,pants-pocket
2_walk,person06015,HASC0604028.meta,pants-pocket
2_walk,person06015,HASC0604029.meta,pants-pocket
2_walk,person06015,HASC0604030.meta,pants-pocket
2_walk,person06015,HASC0604031.meta,pants-pocket
2_walk,person06015,HASC0604032.meta,pants-pocket
2_walk,person06015,HASC0604033.meta,pants-pocket
2_walk,person06015,HASC0604034.meta,pants-pocket
2_walk,person06015,HASC0604035.meta,pants-pocket
2_walk,person06015,HASC0604036.meta,pants-pocket
2_walk,person06015,HASC0604037.meta,pants-pocket
2_walk,person06015,HASC0604038.meta,pants-pocket
2_walk,person06015,HASC0604039.meta,pants-pocket
2_walk,person06015,HASC0604040.meta,pants-pocket
2_walk,person06015,HASC0604041.meta,pants-pocket
2_walk,person06015,HASC0604042.meta,pants-pocket
2_walk,person06015,HASC0604043.meta,pants-pocket
2_walk,person06015,HASC0604044.meta,pants-pocket
2_walk,person06015,HASC0604045.meta,pants-pocket
2_walk,person06015,HASC0604046.meta,pants-pocket
2_walk,person06015,HASC0604047.meta,pants-pocket
2_walk,person06015,HASC0604048.meta,pants-pocket
2_walk,person06015,HASC0604049.meta,pants-pocket
2_walk,person06015,HASC0604050.meta,pants-pocket
2_walk,person06015,HASC0604051.meta,pants-pocket
2_walk,person06015,HASC0604052.meta,pants-pocket
2_walk,person06015,HASC0604053.meta,pants-pocket
2_walk,person06015,HASC0604054.meta,pants-pocket
2_walk,person06015,HASC0604055.meta,pants-pocket
2_walk,person06015,HASC0604056.meta,pants-pocket
2_walk,person06015,HASC0604057.meta,pants-pocket
2_walk,person06015,HASC0604058.meta,pants-pocket
2_walk,person06015,HASC0604059.meta,pants-pocket
2_walk,person06015,HASC0604060.meta,pants-pocket
2_walk,person06015,HASC0604061.meta,chest
2_walk,person06015,HASC0604062.meta,chest
2_walk,person06015,HASC0604063.meta,chest
2_walk,person06015,HASC0604064.meta,chest
2_walk,person06015,HASC0604065.meta,chest
2_walk,person06015,HASC0604066.meta,chest
2_walk,person06015,HASC0604067.meta,chest
2_walk,person06015,HASC0604068.meta,chest
2_walk,person06015,HASC0604069.meta,chest
2_walk,person06015,HASC0604070.meta,chest
2_walk,person06015,HASC0604071.meta,chest
2_walk,person06015,HASC0604072.meta,chest
2_walk,person06015,HASC0604073.meta,chest
2_walk,person06015,HASC0604074.meta,chest
2_walk,person06015,HASC0604075.meta,chest
2_walk,person06015,HASC0604076.meta,chest
2_walk,person06015,HASC0604077.meta,chest
2_walk,person06015,HASC0604078.meta,chest
2_walk,person06015,HASC0604079.meta,chest
2_walk,person06015,HASC0604080.meta,bag
2_walk,person06015,HASC0604081.meta,bag
2_walk,person06015,HASC0604082.meta,bag
2_walk,person06015,HASC0604083.meta,bag
2_walk,person06015,HASC0604084.meta,bag
2_walk,person06015,HASC0604085.meta,bag
2_walk,person06015,HASC0604086.meta,bag
2_walk,person06015,HASC0604087.meta,bag
2_walk,person06015,HASC0604088.meta,bag
2_walk,person06015,HASC0604089.meta,bag
2_walk,person06015,HASC0604090.meta,bag
2_walk,person06015,HASC0604091.meta,bag
2_walk,person06015,HASC0604092.meta,bag
2_walk,person06015,HASC0604093.meta,bag
2_walk,person06015,HASC0604094.meta,bag
2_walk,person06015,HASC0604095.meta,bag
2_walk,person06015,HASC0604096.meta,bag
2_walk,person06015,HASC0604097.meta,bag
2_walk,person06015,HASC0604098.meta,bag
2_walk,person06015,HASC0604099.meta,bag
2_walk,person06015,HASC0604100.meta,bag
2_walk,person06015,HASC0604101.meta,bag
2_walk,person06015,HASC0604102.meta,bag
2_walk,person06015,HASC0604103.meta,bag
2_walk,person06015,HASC0604104.meta,bag
2_walk,person06015,HASC0604105.meta,bag
2_walk,person06015,HASC0604106.meta,bag
2_walk,person06015,HASC0604107.meta,bag
2_walk,person06015,HASC0604108.meta,bag
2_walk,person06015,HASC0604109.meta,bag
2_walk,person06015,HASC0604110.meta,bag
2_walk,person06015,HASC0604111.meta,bag
2_walk,person06015,HASC0604112.meta,bag
2_walk,person06015,HASC0604113.meta,bag
2_walk,person06015,HASC0604114.meta,bag
2_walk,person06015,HASC0604115.meta,bag
2_walk,person06015,HASC0604116.meta,bag
2_walk,person06015,HASC0604117.meta,bag
2_walk,person06015,HASC0604118.meta,bag
2_walk,person06015,HASC0604119.meta,bag
2_walk,person06015,HASC0604120.meta,bag
2_walk,person06015,HASC0604121.meta,bag
2_walk,person06015,HASC0604122.meta,bag
2_walk,person06015,HASC0604123.meta,bag
2_walk,person06015,HASC0604124.meta,bag
2_walk,person06015,HASC0604125.meta,bag
2_walk,person06015,HASC0604126.meta,bag
2_walk,person06015,HASC0604127.meta,bag
2_walk,person06015,HASC0604128.meta,bag
2_walk,person06015,HASC0604129.meta,bag
2_walk,person06015,HASC0604130.meta,bag
2_walk,person06015,HASC0604131.meta,bag
2_walk,person06015,HASC0604132.meta,bag
2_walk,person06015,HASC0604133.meta,bag
2_walk,person06015,HASC0604134.meta,bag
2_walk,person06015,HASC0604135.meta,bag
2_walk,person06015,HASC0604136.meta,bag
2_walk,person06015,HASC0604137.meta,bag
2_walk,person06015,HASC0604138.meta,bag
2_walk,person06015,HASC0604139.meta,bag
2_walk,person06015,HASC0604140.meta,bag
2_walk,person06015,HASC0604141.meta,bag
2_walk,person06015,HASC0604142.meta,bag
2_walk,person06015,HASC0604143.meta,bag
2_walk,person06015,HASC0604144.meta,bag
2_walk,person06015,HASC0604145.meta,bag
2_walk,person06015,HASC0604146.meta,bag
2_walk,person06015,HASC0604147.meta,bag
2_walk,person06015,HASC0604148.meta,bag
2_walk,person06015,HASC0604149.meta,bag
2_walk,person06015,HASC0604150.meta,bag
2_walk,person06015,HASC0604151.meta,bag
2_walk,person06015,HASC0604152.meta,bag
2_walk,person06015,HASC0604153.meta,bag
2_walk,person06015,HASC0604154.meta,bag
2_walk,person06015,HASC0604155.meta,bag
2_walk,person06015,HASC0604156.meta,hand
2_walk,person06015,HASC0604157.meta,hand
2_walk,person06015,HASC0604158.meta,hand
2_walk,person06015,HASC0604159.meta,hand
2_walk,person06015,HASC0604160.meta,hand
2_walk,person06015,HASC0604161.meta,hand
2_walk,person06015,HASC0604162.meta,hand
2_walk,person06015,HASC0604163.meta,hand
2_walk,person06015,HASC0604164.meta,hand
2_walk,person06015,HASC0604165.meta,hand
2_walk,person06015,HASC0604166.meta,hand
2_walk,person06015,HASC0604167.meta,hand
2_walk,person06015,HASC0604168.meta,hand
2_walk,person06015,HASC0604169.meta,hand
2_walk,person06015,HASC0604170.meta,hand
2_walk,person06015,HASC0604171.meta,hand
2_walk,person06015,HASC0604172.meta,hand
2_walk,person06015,HASC0604173.meta,hand
2_walk,person06015,HASC0604174.meta,hand
2_walk,person06015,HASC0604175.meta,hand
2_walk,person06015,HASC0604176.meta,hand
2_walk,person06015,HASC0604177.meta,hand
2_walk,person06015,HASC0604178.meta,hand
2_walk,person06015,HASC0604179.meta,hand
2_walk,person06015,HASC0604180.meta,hand
2_walk,person06015,HASC0604181.meta,hand
2_walk,person06015,HASC0604182.meta,hand
2_walk,person06015,HASC0604183.meta,hand
2_walk,person06015,HASC0604184.meta,hand
2_walk,person06015,HASC0604185.meta,hand
2_walk,person06015,HASC0604186.meta,hand
2_walk,person06015,HASC0604187.meta,hand
2_walk,person06015,HASC0604188.meta,hand
2_walk,person06015,HASC0604189.meta,hand
2_walk,person06015,HASC0604190.meta,hand
2_walk,person06015,HASC0604191.meta,hand
2_walk,person06015,HASC0604192.meta,hand
2_walk,person06015,HASC0604193.meta,hand
2_walk,person06016,HASC0604194.meta,pants-pocket
2_walk,person06016,HASC0604195.meta,pants-pocket
2_walk,person06016,HASC0604196.meta,pants-pocket
2_walk,person06016,HASC0604197.meta,pants-pocket
2_walk,person06016,HASC0604198.meta,pants-pocket
2_walk,person06016,HASC0604199.meta,pants-pocket
2_walk,person06016,HASC0604200.meta,pants-pocket
2_walk,person06016,HASC0604201.meta,pants-pocket
2_walk,person06016,HASC0604202.meta,pants-pocket
2_walk,person06016,HASC0604203.meta,pants-pocket
2_walk,person06016,HASC0604204.meta,pants-pocket
2_walk,person06016,HASC0604205.meta,pants-pocket
2_walk,person06016,HASC0604206.meta,pants-pocket
2_walk,person06016,HASC0604207.meta,pants-pocket
2_walk,person06016,HASC0604208.meta,pants-pocket
2_walk,person06016,HASC0604209.meta,pants-pocket
2_walk,person06016,HASC0604210.meta,pants-pocket
2_walk,person06016,HASC0604211.meta,pants-pocket
2_walk,person06016,HASC0604212.meta,pants-pocket
2_walk,person06016,HASC0604213.meta,pants-pocket
2_walk,person06016,HASC0604214.meta,pants-pocket
2_walk,person06016,HASC0604215.meta,pants-pocket
2_walk,person06016,HASC0604216.meta,pants-pocket
2_walk,person06016,HASC0604217.meta,pants-pocket
2_walk,person06016,HASC0604218.meta,pants-pocket
2_walk,person06016,HASC0604219.meta,pants-pocket
2_walk,person06016,HASC0604220.meta,pants-pocket
2_walk,person06016,HASC0604221.meta,pants-pocket
2_walk,person06016,HASC0604222.meta,pants-pocket
2_walk,person06016,HASC0604223.meta,pants-pocket
2_walk,person06016,HASC0604224.meta,pants-pocket
2_walk,person06016,HASC0604225.meta,pants-pocket
2_walk,person06016,HASC0604226.meta,pants-pocket
2_walk,person06016,HASC0604227.meta,pants-pocket
2_walk,person06016,HASC0604228.meta,pants-pocket
2_walk,person06016,HASC0604229.meta,pants-pocket
2_walk,person06016,HASC0604230.meta,pants-pocket
2_walk,person06016,HASC0604231.meta,pants-pocket
2_walk,person06016,HASC0604232.meta,chest
2_walk,person06016,HASC0604233.meta,chest
2_walk,person06016,HASC0604234.meta,chest
2_walk,person06016,HASC0604235.meta,chest
2_walk,person06016,HASC0604236.meta,chest
2_walk,person06016,HASC0604237.meta,chest
2_walk,person06016,HASC0604238.meta,chest
2_walk,person06016,HASC0604239.meta,chest
2_walk,person06016,HASC0604240.meta,chest
2_walk,person06016,HASC0604241.meta,chest
2_walk,person06016,HASC0604242.meta,chest
2_walk,person06016,HASC0604243.meta,chest
2_walk,person06016,HASC0604244.meta,chest
2_walk,person06016,HASC0604245.meta,chest
2_walk,person06016,HASC0604246.meta,chest
2_walk,person06016,HASC0604247.meta,chest
2_walk,person06016,HASC0604248.meta,chest
2_walk,person06016,HASC0604249.meta,chest
2_walk,person06016,HASC0604250.meta,chest
2_walk,person06016,HASC0604251.meta,chest
2_walk,person06016,HASC0604252.meta,chest
2_walk,person06016,HASC0604253.meta,chest
2_walk,person06016,HASC0604254.meta,chest
2_walk,person06016,HASC0604255.meta,chest
2_walk,person06016,HASC0604256.meta,chest
2_walk,person06016,HASC0604257.meta,chest
2_walk,person06016,HASC0604258.meta,chest
2_walk,person06016,HASC0604259.meta,chest
2_walk,person06016,HASC0604260.meta,chest
2_walk,person06016,HASC0604261.meta,chest
2_walk,person06016,HASC0604262.meta,chest
2_walk,person06016,HASC0604263.meta,chest
2_walk,person06016,HASC0604264.meta,chest
2_walk,person06016,HASC0604265.meta,chest
2_walk,person06016,HASC0604266.meta,chest
2_walk,person06016,HASC0604267.meta,chest
2_walk,person06016,HASC0604268.meta,chest
2_walk,person06016,HASC0604269.meta,chest
2_walk,person06016,HASC0604270.meta,bag
2_walk,person06016,HASC0604271.meta,bag
2_walk,person06016,HASC0604272.meta,bag
2_walk,person06016,HASC0604273.meta,bag
2_walk,person06016,HASC0604274.meta,bag
2_walk,person06016,HASC0604275.meta,bag
2_walk,person06016,HASC0604276.meta,bag
2_walk,person06016,HASC0604277.meta,bag
2_walk,person06016,HASC0604278.meta,bag
2_walk,person06016,HASC0604279.meta,bag
2_walk,person06016,HASC0604280.meta,bag
2_walk,person06016,HASC0604281.meta,bag
2_walk,person06016,HASC0604282.meta,bag
2_walk,person06016,HASC0604283.meta,bag
2_walk,person06016,HASC0604284.meta,bag
2_walk,person06016,HASC0604285.meta,bag
2_walk,person06016,HASC0604286.meta,bag
2_walk,person06016,HASC0604287.meta,bag
2_walk,person06016,HASC0604288.meta,bag
2_walk,person06016,HASC0604289.meta,bag
2_walk,person06016,HASC0604290.meta,bag
